roc_auc,precision,recall,f1_score,roc_auc_std,precision_std,recall_std,f1_score_std
0.6907738095238096,0.61984360410831,0.621547619047619,0.6133664032857581,0.0594913602027681,0.1509905712823363,0.1015676793115094,0.1236671271891599
0.6604166666666667,0.6105416586337639,0.5920238095238094,0.5763300895070672,0.1768603538121726,0.0979019691252853,0.1011760143727441,0.0944450290182032
0.6131249999999999,0.629141726866185,0.5954761904761905,0.5981158879071592,0.1150778752640291,0.1315093515765582,0.1131537129532302,0.1199824255185145
0.6317857142857142,0.5378418803418803,0.5560119047619047,0.5393431749382807,0.0942646305791906,0.1244145736804818,0.1034169277296665,0.1128538783311288
0.6166666666666668,0.6164586806382473,0.5861904761904763,0.5866019657601808,0.1537560029615494,0.1236455061455339,0.0843854921250041,0.0992139627433205
0.6626785714285715,0.5757563025210083,0.553095238095238,0.5569885340781925,0.0677096349953373,0.0969533049073254,0.0859515565189323,0.0874548685548544
0.7238690476190477,0.6244246031746032,0.6022619047619047,0.6060653806977336,0.1138485873884263,0.1012856772834961,0.0809573265296036,0.0885327275567432
0.6288690476190476,0.6381742818584923,0.6186309523809523,0.6136268891344793,0.1032992798288155,0.076584919721713,0.0700859935027018,0.0735528311653686
0.5947619047619048,0.4887861811391223,0.4825595238095237,0.4819299302793218,0.115380053255935,0.0918577375631266,0.0842655343073836,0.0857692171967423
0.6329166666666667,0.5199827623357034,0.5526190476190476,0.5295605687416033,0.1454513461756487,0.1631161483495825,0.1661171212102584,0.1589672100221562
0.6565178571428572,0.5742483660130719,0.5596428571428571,0.555573593073593,0.0719039488679988,0.1029101312248646,0.0689974674187689,0.0812109558801004
0.6888392857142857,0.6371661998132586,0.6136309523809522,0.6187824272501692,0.1011208619086681,0.1114820018716905,0.09158824722353,0.0991485543028934
0.6933333333333334,0.6078853383458647,0.5966071428571429,0.5935892570427675,0.1006453453678693,0.1225815886257019,0.1084517602303077,0.115225018012204
0.6501190476190477,0.6010651629072682,0.5918452380952381,0.5792051686575014,0.1263220338493157,0.0774235192855467,0.0696809012896299,0.0705950348595876
0.6766964285714285,0.6121288515406162,0.6194047619047619,0.6146055381400208,0.0934657254651923,0.1819439219925345,0.1816792458042719,0.1813841912792214
0.6395535714285715,0.660827067669173,0.6205952380952381,0.6280426418514491,0.1047815356336724,0.176070299537288,0.1345088487256043,0.1492287589405372
0.6645535714285714,0.6494580200501254,0.576845238095238,0.564477849698438,0.0809259191694727,0.1222345518356591,0.0470420398658394,0.0533896202401289
0.6529166666666667,0.6122023809523809,0.6033928571428572,0.596617925085667,0.1309159040105612,0.1082515389803303,0.1154758222870909,0.1127331402144767
