roc_auc,precision,recall,f1_score
0.6758814102564104,0.36046511627906974,0.96875,0.5254237288135593
0.6097756410256411,0.34444444444444444,0.96875,0.5081967213114753
0.6117788461538461,0.3670886075949367,0.90625,0.5225225225225225
0.6211939102564101,0.35365853658536583,0.90625,0.5087719298245614
0.6264022435897436,0.33707865168539325,0.9375,0.4958677685950413
0.6732772435897435,0.3780487804878049,0.96875,0.543859649122807
0.7053285256410257,0.37349397590361444,0.96875,0.5391304347826087
0.6660657051282052,0.36363636363636365,1.0,0.5333333333333333
0.6748798076923077,0.37349397590361444,0.96875,0.5391304347826087
0.594551282051282,0.3780487804878049,0.96875,0.543859649122807
0.6622596153846154,0.36363636363636365,1.0,0.5333333333333333
0.6935096153846154,0.3522727272727273,0.96875,0.5166666666666667
0.6752804487179488,0.375,0.9375,0.5357142857142857
0.6844951923076923,0.36904761904761907,0.96875,0.5344827586206897
0.7109375,0.38095238095238093,1.0,0.5517241379310345
0.7011217948717948,0.3448275862068966,0.9375,0.5042016806722689
0.6877003205128205,0.35714285714285715,0.9375,0.5172413793103449
0.6750801282051282,0.375,0.9375,0.5357142857142857
0.6322115384615384,0.37349397590361444,0.96875,0.5391304347826087
0.6582532051282052,0.3625,0.90625,0.5178571428571428
0.6893028846153847,0.36585365853658536,0.9375,0.5263157894736842
0.6494391025641025,0.35365853658536583,0.90625,0.5087719298245614
0.6971153846153846,0.37349397590361444,0.96875,0.5391304347826087
0.6856971153846154,0.3764705882352941,1.0,0.547008547008547
0.6524439102564102,0.3780487804878049,0.96875,0.543859649122807
0.6424278846153846,0.37349397590361444,0.96875,0.5391304347826087
0.6941105769230769,0.3614457831325301,0.9375,0.5217391304347826
0.5903445512820513,0.35064935064935066,0.84375,0.4954128440366973
0.6820913461538463,0.3780487804878049,0.96875,0.543859649122807
0.6690705128205128,0.3764705882352941,1.0,0.547008547008547
0.6628605769230769,0.3780487804878049,0.96875,0.543859649122807
0.6474358974358975,0.37349397590361444,0.96875,0.5391304347826087
0.5923477564102564,0.32941176470588235,0.875,0.4786324786324786
0.5665064102564102,0.3333333333333333,0.8125,0.4727272727272727
0.6542467948717948,0.35714285714285715,0.9375,0.5172413793103449
0.6227964743589743,0.3625,0.90625,0.5178571428571428
0.6702724358974359,0.3717948717948718,0.90625,0.5272727272727273
0.7003205128205129,0.36904761904761907,0.96875,0.5344827586206897
0.6109775641025642,0.37037037037037035,0.9375,0.5309734513274337
0.6630608974358975,0.36046511627906974,0.96875,0.5254237288135593
0.6752804487179487,0.36904761904761907,0.96875,0.5344827586206897
0.641426282051282,0.3411764705882353,0.90625,0.4957264957264957
0.6732772435897436,0.34146341463414637,0.875,0.4912280701754386
0.6155849358974359,0.36470588235294116,0.96875,0.5299145299145298
0.7307692307692308,0.34831460674157305,0.96875,0.5123966942148761
0.6490384615384616,0.37349397590361444,0.96875,0.5391304347826087
0.5999599358974359,0.35443037974683544,0.875,0.5045045045045045
0.6546474358974359,0.35714285714285715,0.9375,0.5172413793103449
0.7065304487179487,0.3780487804878049,0.96875,0.543859649122807
0.6716746794871795,0.36470588235294116,0.96875,0.5299145299145298
0.6462339743589743,0.3333333333333333,0.9375,0.49180327868852464
0.6953125,0.3780487804878049,0.96875,0.543859649122807
0.6530448717948718,0.35365853658536583,0.90625,0.5087719298245614
0.6959134615384615,0.37349397590361444,0.96875,0.5391304347826087
0.5827323717948718,0.3563218390804598,0.96875,0.5210084033613446
0.6923076923076923,0.36904761904761907,0.96875,0.5344827586206897
0.6564503205128205,0.3493975903614458,0.90625,0.5043478260869566
0.6424278846153846,0.32608695652173914,0.9375,0.48387096774193544
0.671875,0.38271604938271603,0.96875,0.5486725663716814
0.6794871794871795,0.37349397590361444,0.96875,0.5391304347826087
0.7079326923076923,0.36470588235294116,0.96875,0.5299145299145298
0.6233974358974359,0.37349397590361444,0.96875,0.5391304347826087
0.6706730769230769,0.3493975903614458,0.90625,0.5043478260869566
0.6566506410256411,0.36363636363636365,1.0,0.5333333333333333
0.6538461538461539,0.35714285714285715,0.9375,0.5172413793103449
0.7311698717948718,0.3780487804878049,0.96875,0.543859649122807
0.6402243589743589,0.35,0.875,0.4999999999999999
0.7171474358974358,0.38271604938271603,0.96875,0.5486725663716814
0.6776842948717948,0.3614457831325301,0.9375,0.5217391304347826
0.6181891025641025,0.38961038961038963,0.9375,0.5504587155963303
0.6832932692307693,0.3902439024390244,1.0,0.5614035087719299
0.688301282051282,0.37349397590361444,0.96875,0.5391304347826087
0.6881009615384616,0.38095238095238093,1.0,0.5517241379310345
0.7019230769230769,0.3855421686746988,1.0,0.5565217391304349
0.6816907051282051,0.38271604938271603,0.96875,0.5486725663716814
0.6446314102564102,0.3448275862068966,0.9375,0.5042016806722689
0.6832932692307693,0.36470588235294116,0.96875,0.5299145299145298
0.6712740384615384,0.3563218390804598,0.96875,0.5210084033613446
0.680488782051282,0.38271604938271603,0.96875,0.5486725663716814
0.6304086538461539,0.35714285714285715,0.9375,0.5172413793103449
0.7375801282051282,0.37349397590361444,0.96875,0.5391304347826087
0.6915064102564102,0.36046511627906974,0.96875,0.5254237288135593
0.6366185897435896,0.36046511627906974,0.96875,0.5254237288135593
0.6786858974358975,0.3780487804878049,0.96875,0.543859649122807
0.6846955128205128,0.35294117647058826,0.9375,0.5128205128205129
0.6670673076923077,0.3488372093023256,0.9375,0.5084745762711865
0.7131410256410257,0.36904761904761907,0.96875,0.5344827586206897
0.719150641025641,0.3855421686746988,1.0,0.5565217391304349
