name,longitude,latitude,age,normal_convergence_rate,subducting_ocean_floor_age,obliquity_of_subduction,migration_rate_x_distance,cu_mt
['El  Teniente'],,-34.5,5.5,7.469447781545905,38.012882232666016,37.9047942660408,1.849977036050499,128.5322
"['La Huifa', 'Escalones']",,-34.5,6.5,10.55528044835113,42.875526428222656,26.183194110506143,8.59085907312705,4.924
['Rosario de Rengo'],,-34.5,7.5,10.67460599165037,44.67053985595703,28.51799588028394,0.007852019106752,3.0
['Los Sulfatos'],,-33.5,4.5,8.524085902019186,40.28921508789063,25.40667530828236,1.349905955740969,17.52
"['Los  Bronces/Rio  Blanco', 'Los Bronces Sur']",,-33.5,5.5,9.021567856023529,41.19413375854492,23.304473127535594,6.2590979523593,211.59
['Lagunillas'],,-32.5,9.5,12.976183056143352,56.263973236083984,18.94364948267136,3.126030385494021,4.05
"['Diente Verde', 'Vizcachitas']",,-32.5,11.5,9.903728692351589,61.544918060302734,16.012616949119263,1.4990303130520095,5.1146400000000005
['Paramillos  Sur'],,-32.5,13.5,14.374688381200862,61.95050811767578,15.240407842725348,1.5751551322847852,0.9911
['Paramillos  Norte'],,-32.5,15.5,16.862606192791322,61.31417083740234,8.227310301091961,150.28845811085455,1.0788
['El Pachon'],,-31.5,8.5,12.750687323973995,59.42267990112305,18.52596225330141,1.2368336396297352,8.690000000000001
['Los  Pelambres'],,-31.5,9.5,12.976183056143352,62.59035873413086,18.94364948267136,0.9541485922346415,46.01586
['Altar'],,-31.5,11.5,9.944027886206667,63.88510894775391,15.980414201332366,0.7676409599005591,3.4825
['Los  Azules'],,-30.5,7.5,11.63438832917175,57.80574035644531,18.44167873827449,0.0006041053273112,4.6176
['Arroyo  Chita'],,-30.5,11.5,10.401603604294904,64.36754608154297,23.3892868053842,4.53012695418291,1.9812000000000003
['Famatina'],,-29.5,3.5,7.976191565418258,45.22171401977539,31.27185096759373,0.868086004877385,0.0
['Nevados  de  Famatina'],,-29.5,4.5,8.030558136658456,47.74991989135742,30.595068944818458,1.0136685157439027,1.2
"['El Indio', 'Sancarrón']",,-29.5,6.5,10.289618095189116,55.16969108581543,21.721149158818434,0.9216740521660738,0.0
"['El Tambo', 'Lama', 'Pascua']",,-29.5,8.5,12.115458119481424,63.978153228759766,22.327180655817404,1.2805499216863807,0.0
['Veladero'],,-29.5,11.5,10.44892152266361,66.625732421875,23.37533744878492,7.367693848221786,0.0
['Los Helados'],,-28.5,13.5,11.821218585471463,68.07984924316406,25.571068983057742,6.085071572776572,6.06
['Filo del Sol'],,-28.5,17.5,15.72528253184366,63.86513900756836,14.584793167039848,126.50189818794556,1.01049
['Caserones'],,-28.5,18.5,15.653327511247602,77.38993835449219,12.446493799836873,49.55202998016307,4.455
['Josemaria'],,-28.5,24.5,9.480080869596042,70.63956451416016,17.62473048693839,6.561147706224245,2.9232
"['Capillitas', 'Agua  Rica', 'Filo  Colorado']",,-27.5,5.5,9.09150970065281,56.65840657552084,22.951773148202324,6.461706045187007,6.574579999999999
['Farallón Negro'],,-27.5,6.5,11.681175298204332,60.82488632202149,13.729165180257922,16.355470928437132,0.0
"['Bajo  de  la  Alumbrera', 'Bajo  de  San  Lucas']",,-27.5,7.5,11.681175298204332,60.82488632202149,13.729165180257922,16.672287098576867,4.6218
"['Bajo  El  Durazno', 'Cerro Atajo']",,-27.5,8.5,12.45116179739016,69.79989242553711,15.98385437817845,1.4887570154615468,0.485
['El Volcán'],,-27.5,10.5,10.13385063670584,71.26673126220703,14.64026814058522,2.021437683729046,0.0
['Lobo'],,-27.5,12.5,12.297921600783452,69.49606323242188,21.304660192192927,1.6143642576744577,0.7424
"['Cerro  Casale', 'Maricunga']",,-27.5,13.5,13.919067962046585,67.13286590576172,22.91260942166388,2.580251108108505,4.4975
['Cerro Maricunga'],,-27.5,15.5,16.00701913822831,70.43994140625,15.690454027421168,35.40110221693052,0.0
"['Pancho', 'Verde', 'La Pepa', 'Caspiche-Santa Cecilia']",,-27.5,23.5,11.58258289967628,70.4330005645752,5.778416810352347,13.282027464438473,3.953802
