normal_convergence_rate,subducting_ocean_floor_age,obliquity_of_subduction,migration_rate_x_distance
0.0925283487499999,0.510975969,-0.6448853425000001,0.7425059992499999
0.2826165844999999,-0.164877923,0.1413216252499999,-0.382347724
0.1716028127499999,-0.0029391562825,-0.6993540065000001,0.1075580633749999
0.0662534997499998,0.5664690889999998,-0.019305290175,0.6766684805000001
0.172429149,0.5863719022499999,0.26220729975,-0.245625859
0.1941667244999999,-0.051732808075,-0.0006557407925,0.63473496675
0.0744049599999999,0.5652115725000001,-0.022140120875,0.648629425
0.0499246194999999,0.54066460325,-0.737073376,0.4763520557499997
0.1553263352499999,-0.0048084613125,-0.7067296975000001,0.2160090932499999
0.0970050706249998,-0.347788665,-0.1201696909,-0.21538476875
0.3898409255,-0.14460432775,0.048168701575,0.0368269949249999
0.2746236234999999,0.6579388424999999,0.0106990823499999,0.1470939564999999
0.1420060577499999,-0.009871461875,-0.7249090125000001,0.0995017599999999
0.3471524929999999,-0.18304067575,0.157214194,0.1511186932499999
0.3034827184999999,-0.0132771852750001,-0.06263144155,0.1850735192499999
0.1691624289999999,0.7561875149999999,-0.050708723225,0.1378607374999999
0.1210149574999999,-0.16301273175,0.3853274424999999,0.0286579309999999
0.083568965,-0.35627452075,-0.00069248068175,-0.24670959725
0.1711400604999999,0.7376623517500001,-0.049987464925,0.1000790546499999
0.2352007769999999,0.3128499409999999,-0.7680123115000003,0.0233299919999999
0.1346336875,-0.14129896725,0.1372278574999999,0.125844937
0.0150271822749999,-0.3186390095,0.0151759496749997,-0.28820561275
0.17384193575,-0.24414736225,-0.3620121980000001,-0.406869676
0.1250727665,-0.15497299175,0.3853274424999999,-0.07215400315
0.1013960377499999,0.3560288312499998,-0.48026086875,-0.50942167375
0.0647802439999999,0.2714316714999999,0.0396359055999999,-0.5747176815000001
0.0937243263999999,-0.105643964,0.1146011062499999,0.8297065574999998
0.1789700745,0.562520315,-0.0849362803500001,0.6465045425
0.2091270007499998,-0.16574043,-0.6937145117500001,-0.376643775
0.14893136175,-0.0912820535,0.0826236321249999,1.0463850775
0.1183748244999999,-0.2088036055,0.1212762222499999,0.9536777467499998
0.09353792015,0.2527795252499999,0.0075251551349999,-0.38034203175
0.0516754422499999,-0.19740162675,-0.058320665375,0.1410977504999999
0.0526490727999999,-0.20410317375,-0.0730816095000001,0.13778624625
0.11643268415,-0.1243693474,0.1288325302499999,0.1602659999999999
0.0624278260749998,-0.1616224805,0.1421362932499999,0.8064569399999997
0.0723304573749999,-0.17026567525,0.1436311702499999,0.8216548425
0.0491924490749999,0.3132873017499999,-0.0008337339485,-0.5649475582500001
0.0856892438749999,-0.1542804827500001,-0.76231074,0.131764564
0.0210017141999999,0.30138323,0.0525686241499999,-0.5314206625000001
0.0468829058999999,0.3074365899999998,0.0027202647174999,-0.57908731725
0.0484052462499998,-0.21761481225,0.0746401206249999,-0.0330740045
0.0239910618499999,0.3083415575,0.07450832,-0.3211997780000002
0.0676684487499999,-0.1640387965,-0.7412065225000003,-0.4319648935000001
0.0542912753499999,-0.23111388025,-0.7539100475000001,-0.4348144720000001
-0.033735912075,0.52466949525,-0.115943704625,-0.5330164935000001
0.1771293012499999,-0.26221033275,-0.6863025975,-0.409755205
0.24810594575,-0.44965960025,0.1056162303499999,0.4310149325
0.1985704,-0.1666737145000001,0.0946974609999999,0.8242004339999998
0.33301252,-0.16052645475,0.15901836125,0.1740552377499999
0.19958111375,-0.197130631,0.0585035862499999,0.570613335
0.24963023175,0.1458630124999999,0.157727765,0.777864349
0.260432642,-0.1722259855,-0.05715287325,0.12572629225
0.2311903965,-0.1970555815,-0.0245589522,-0.1719698155
0.1787627132499999,-0.1060356875,-0.07179148275,0.1505291884999999
0.0773756584999999,0.0210710343499999,0.2590087979999999,0.538955375
0.0975887023999999,0.4701475939999999,0.0159233563249999,0.8014672382499999
0.0503823363749999,-0.2018105775000001,0.04884821935,0.3743446459999995
0.0256763065999999,-0.252330935,-0.005532416815,-0.006081699175
-0.008717103555,-0.4168863775,-0.2759319945000001,-0.0329831466
-0.031258576,0.30209936,0.3883038722499999,0.5361068734999999
0.13281896025,-0.0929535821,0.1180488579999999,0.17375672725
0.0447506306499999,-0.36289695425,-0.5002133612500002,-0.3713497145
-0.19930967475,0.2267495714999999,0.47871788075,-0.2807817620000001
-0.40834516675,-0.3333260362500001,-0.122106555875,0.21508342
-0.0554851037500001,-0.4606148379999999,0.0160750288,0.0829301073499999
-0.1649052055,-0.10819931075,0.0808315245999999,0.9560211175
-0.0753232825,-0.4033180712500001,0.53364431675,-0.2622711817500001
-0.0881893051,-0.0882360195,0.0577831954999999,0.7788574625
-0.1685458042500001,-0.1903891355,0.1366362397499999,0.0876316332499999
-0.1049558780000001,0.5668620314999999,0.4703466524999999,-0.25591555
-0.1485354267500001,-0.1458448075,0.078623024125,-0.22157762875
-0.043062515075,-0.18755551525,0.0998320153749999,-0.37248255675
-0.1504981725,0.4505649557499995,0.2993449287499999,-0.4170554844999999
0.0376834818999999,-0.4001212415,-0.59386198,-0.4058439130000001
-0.044354173725,-0.1281052975,0.0677076769999999,-0.36543053
-0.0404976443500001,-0.1862582515,0.0883945091499999,-0.377817423
-0.1770153115,-0.383304136,0.0952569973749999,0.8697992112499999
-0.14587867625,-0.3327285665000001,0.0772536702499999,0.7555895785
0.0260017801249999,0.76816348325,0.0576021928249999,-0.3322486679999999
0.0918397983749999,0.6904940785,0.0562494153249999,-0.5370213617500001
0.0631282644999999,0.7205662944999999,0.206960908,-0.21547033
-0.0718948423500001,0.5829054412499999,-0.0089826542125,-0.4468504500000002
-0.050109394,-0.1355668445000001,0.5893502374999999,-0.37890887275
-0.0437184646,-0.3591940935,0.0373284310499999,-0.3331482105
0.18228096,-0.0275895014,0.21533191675,0.54944755
0.0233317423499999,0.7669524169999999,0.0549196407999999,-0.313947498
-0.00102312682,-0.1261639508750001,-0.00433907597,-0.27601485475
0.0194055027249998,-0.1405598917500001,-0.0131190648250001,-0.3354267230000001
-0.0777986297500001,0.5915815790000001,0.0366799606999999,-0.454971106
-0.0196532346,-0.1553632965,0.0742595643999999,-0.41174445
0.0580629424499999,0.67983202,0.4847872679999999,-0.50237418325
0.0450239377499999,0.806457285,-0.03441466985,0.1634716295
0.0521158863749999,0.8212946,-0.0503111385,0.0882561962499999
-0.01614496975,-0.319561329,0.5451859867499999,-0.28235915625
-0.16652861775,-0.5641537075,0.3662299947499999,-0.4686236215000001
0.0743179821249999,0.3350629402499999,0.5833667727499999,-0.49767850875
-0.0329803727,0.563938745,0.0496393937249999,0.68191380375
0.0150413616999999,0.0443102679249999,0.6005851374999998,-0.4560757295
0.0455935012,-0.2875868955,-0.5200329287500001,-0.3505072605000001
-0.0131558088,-0.203150112,0.50618070375,-0.6653327865
0.20166919,-0.3378814945,-0.5981313570000001,-0.3383983522500001
0.0851882732499999,-0.4265317535,0.7494518,-0.29179967375
0.0847576284999999,-0.43580884675,0.749557505,-0.2939066935000001
0.229859142,-0.4324813605000001,-0.212449674,0.0958203050999999
0.06195108125,-0.1156010129,-0.07077388875,0.0840803731249998
0.2383839407499999,-0.35538530475,0.5147625414999999,0.67252298825
0.15262906425,-0.447558275,0.3202220699999999,0.479350287
0.20482602775,-0.818992485,-0.043702468,-0.0220119583250001
-0.021527774675,-0.27283832,0.3167741205,-0.55973036025
