name,longitude,latitude,age,normal_convergence_rate,subducting_ocean_floor_age,obliquity_of_subduction,migration_rate_x_distance,cu_mt
['Famatina'],-67.78,-29.0,3.8,9.652837005379586,53.149847412109374,24.9049200294494,7.77705681650586,0.0
['Tucari'],-70.19,-16.57,4.6,10.26859149637643,64.36692352294922,24.768645305951527,17.52122274460844,0.0
['Nevados  de  Famatina'],-67.75,-29.0,5.0,10.56130284094476,57.24561386108398,23.07013716618321,8.492263184862036,1.2
['Los Sulfatos'],-70.25583,-33.2,5.0,10.162015662376024,46.31908340454102,26.36019528626675,2.6705601791499296,17.52
['El Aguila'],-77.8966666666667,-8.55972222222222,5.0,10.17876571679308,38.24845542907715,20.35387994684744,24.376227342247464,0.289
['Capillitas'],-66.381805,-27.340068,5.2,10.878859936681426,61.59543762207032,18.664507082824112,4.093065356259939,0.0092799999999999
['Los  Bronces/Rio  Blanco'],-70.26666666666667,-33.13333333333333,5.22,10.804512577370588,46.31908340454102,19.05705557726172,2.5715180090197145,204.3
['El  Teniente'],-70.4625,-34.08861111111111,5.4,9.758438511122794,43.80632705688477,31.24490180641312,3.9907097718438655,128.5322
['Arcata'],-72.312729,-14.973677,5.4,8.798078237792236,50.89691925048828,38.45366081888204,10.040383491768615,0.0
['Agua  Rica'],-66.28,-27.3708333333333,5.5,11.842453004977644,65.10258483886719,16.899210480006563,4.64712861126983,6.5428
['Filo  Colorado'],-66.207575,-27.367737,5.5,11.842453004977644,65.10258483886719,16.899210480006563,4.638429099208882,0.0225
['Los Bronces Sur'],-70.256043,-33.161424,5.5,11.206384023031289,49.514035034179685,22.539688523169577,3.3437327708338755,7.29
['Ares'],-72.171564,-15.031963,6.0,9.46498795393338,52.9202880859375,39.4781598180896,13.89052152206663,0.0
['Diablillos'],-66.80805,-25.305,6.4,12.016842049404548,69.7089630126953,13.966058309848554,1.157072701929713,0.0
['El Indio'],-69.97,-29.74,6.5,11.463831920348328,59.73372802734375,21.750561734750693,3.0100786672359376,0.0
['La Huifa'],-70.323794,-34.048911,6.57,10.703939997441696,49.97160263061524,28.88721962011103,4.273077261988183,2.424
['Farallón Negro'],-66.678904,-27.302186,6.6,11.985696470102686,68.76280288696289,15.431714404904136,3.315831701314492,0.0
['Choquelimpie'],-69.39,-18.49,6.6,11.885817073264333,77.30032043457031,17.630537448296526,9.675370805749514,0.0
['Escalones'],-69.973054,-34.119044,6.8,10.703939997441696,49.97160263061524,28.88721962011103,4.385820400325606,2.5
['Yauricocha'],-75.7219,-12.3105,6.9,10.4927321000362,50.99883270263672,31.74653986931349,3.173899441448569,0.1792
['Sancarrón'],-69.96667,-29.58333,7.0,11.551206962789228,64.55560989379883,21.028524168985864,2.905620589806618,0.0
['Bajo  de  la  Alumbrera'],-66.6333,-27.33062,7.089,11.985696470102686,67.64768905639649,15.431714404904136,3.3736335532717705,4.2718
['Santa Rosa'],-70.02,-16.63,7.2,11.08355973389614,68.77918167114258,27.24001427157898,13.082545390324878,0.0
['Bajo  de  San  Lucas'],-66.608299,-27.4,7.4,11.97178899921527,67.64768905639649,15.616625201686183,3.514672186204028,0.35
['Toromocho'],-76.143033,-11.608839,7.4,10.93259437507249,49.8629020690918,27.17408231833461,5.21987278831598,9.92072
['Quimsacocha'],-79.233,-3.0833,7.4,11.0828117853148,30.127874755859374,17.93755660037565,50.08235095145984,0.04
['Los  Azules'],-70.2083,-30.95833,7.84,11.44818867317158,62.73867492675781,20.72938269121669,1.1039773530304768,4.6176
['Rosario de Rengo'],-70.519553,-34.547238,8.0,10.4739879872919,50.92038192749023,30.116202756264915,4.936617779333602,3.0
