normal_convergence_rate,subducting_ocean_floor_age,obliquity_of_subduction,migration_rate_x_distance
-0.65740824,-0.0171364379,-0.59841245,0.10189524975
-0.303110395,0.00472324277075,-0.6389341749999999,0.1964747605
-0.43733340825,-0.530164634,-0.7223915532499999,-0.138209449
-0.3203864575,0.013225425425,-0.59313490825,-0.2815977429999999
-0.2506246275,0.013049435975,0.007724160265,-0.5381444974999999
-0.20380556425,-0.4561126414999999,0.03772536165,-0.17629494525
-0.62872267,-0.36345202,0.0431177376,-0.0031724370824999
-0.7277040805,-0.2207623195,-0.7103431689999999,-1.64517845
-0.7222584425,-0.29181264625,-0.4964362125,-1.64728441
-0.48324682525,-0.15006138,0.046789619175,0.366179204
-0.3051900362499999,-0.1138648852499999,-0.3533759167499999,0.19400344125
-0.764288116,-0.1480476507499999,-0.38440592925,-0.26880888925
-0.4740821815,-0.104579133375,0.046476864175,0.36442915175
-0.69414111175,-0.40361980675,-0.693824734,-1.81474653
-0.4516097245,-0.4014509719999999,-0.60539759825,-1.5838563650000002
-0.50717341875,-0.40839081325,-0.4250146299999999,-1.653812975
-0.23246392975,-0.1518071145,0.0331095780999999,0.0800665385
-0.25690846375,-0.1904443165,-0.3761510589999999,0.4390357307500001
-0.535180086,-0.43789465375,-0.6941668462499999,-1.7748933
-0.36787802,-0.6279994262499999,-0.35462335,-0.58284096425
-0.6765425775,-0.6449632089999999,-0.94045514725,-1.606012
-0.92836746375,-0.8826743075,-0.635822402,-1.616838815
-0.81338632,-1.260580435,-0.5323861274999999,-0.3143916012499999
-0.37464882325,-0.62689936625,-0.0119336773249999,-0.0930136369999999
-0.2079388792499999,-0.8973838485,-0.7358887375,-0.38291148575
-0.6334771975000001,-1.0253748500000002,-1.0476750375,-0.9878388225
-0.18424933525,-0.9198553385,0.0490802148249999,-0.1014105098749999
-0.6236680447499999,-0.8784735025,0.037226220175,0.04517058425
-0.37964135725,-0.40285642825,0.0164396635,-1.58160503
-1.181830935,-0.7422925975,-0.14786804225,-0.6226996457499999
-0.74332772125,-0.9360834825,-0.920888845,-0.25445905175
-0.4847529155,-1.2813080175,-0.689095635,-0.4304155895
-0.75225070425,-0.73976465125,-0.8824922,-1.55003337
-0.78409122025,-1.272777335,-0.5865634825,-0.261037772
-0.28300786125,-0.94935192125,-0.6992576525,0.20716395775
-0.77911384,-1.19563626,-0.95186026,-1.51376824
-0.7829347,-1.15541979,-0.87260012175,-1.51523467
-0.0686803936249999,-1.0660973925,0.04735647635,-1.5851909
