normal_convergence_rate,subducting_ocean_floor_age,obliquity_of_subduction,migration_rate_x_distance
-0.3722843714999999,-0.0263430517999999,-1.5976237,0.81141626
-0.5842956065,0.28562279075,-1.576355265,0.40787756
-0.4496909595,-0.9087968415,-1.5739399,0.57707206925
-0.35843825725,0.294050283,-1.6390271725,0.14261131625
-0.51080110975,0.3661680655,0.4131108315,0.411589485
-0.5208129735,-1.0623139849999998,0.34360636375,-0.14429918025
-0.79949771625,-1.0439270525,0.48061179475,-0.1044087359
-0.105015990125,-0.7776111290000001,-0.848533679,-1.3453711875
-0.04427615,-0.8242608675,-0.8797505762500001,-1.252378275
-0.97527303475,-0.8614256499999999,0.478427579,-0.11432762175
-0.6241448657499999,-0.69406561725,-0.32806566,-0.12739501775
-0.9037182975,-0.731469465,-0.5129205385,-0.1442979
-0.895960945,-0.68947439625,0.2896322935,-0.10812939335
-0.98305238,-0.6721670750000001,-1.6101721325,-2.2312612175
-0.32436728125,-0.860850205,-1.5328568225,-0.0063611124674999
-0.3114306195,-0.8383290887499999,-1.51759934,0.024397859975
-0.629007075,-0.75201654875,0.219224918,0.002355986675
-0.673907876,-0.67624479,-1.5127754325,0.29500307925
-0.9416795615,-0.7818053199999999,-1.60584283,-2.2180827625
-0.29376034375,-1.2807671024999998,-0.8829188225,-1.5702698625
-0.1104054350999999,-1.5293085925,-0.967340941,-1.3459801925
-0.293242765,-1.55591219,-1.050521365,-2.181511835
-0.5484751695,-1.58041049,-1.6609822375,0.807564589
-0.7836999485,-0.956423766,0.0530976921,-1.11464385
-0.34659538,-1.3963452975,-0.9431052125,1.0714089525
-0.6927057489999999,-1.434715815,-1.1764506025,0.7772872425
-0.3286654195,-1.3477539724999998,0.245450264,0.015672691825
-0.87824611625,-1.3651286525,0.6603162725,0.021622692725
-0.0682379875,-1.155207415,0.29179157125,-2.1387103425
-0.25494154975,-1.434715815,-0.5382249407499999,-1.4997408625000002
-0.1213025,-1.37688079,-0.92194570175,-1.4491299
-0.54859590375,-1.589552035,-1.041091705,0.7949905325
-0.07799835865,-1.3889728,-1.0120681875,-1.385482175
-0.0923504082499999,-1.41405186,-0.9467893625,-1.340216005
-0.5320695157499999,-1.47108713,-0.9813471385,-0.0578570807249999
-0.0906356874999999,-1.3889728,-1.0397900525,-2.110805435
-0.1414434594999999,-1.396290235,-0.92185295425,-2.2085233075
-0.448707322,-1.3130812825,0.3139813755,-1.079379205
-0.104607799375,-1.3786579525,-0.997779284,-1.1578319825
-0.31543249625,-0.6904765260000001,-1.5884904574999998,-1.282952435
-0.786519365,-1.5052376225,-1.4811397899999998,-1.263116535
-0.464667977,-1.3790060375,-1.469201415,-1.2186784
-0.397596746,-0.8310100465,-1.50631366,-2.22488763
-0.397621546,-0.9155486575,-1.4751793825,-2.213369755
-0.80672945,-1.5051176375,-1.475361725,-2.204748545
-0.784451071,-1.529848445,-1.4843129174999998,-2.2276353475
-1.03952439,-1.40073525,-1.4399007825,-1.773031975
-1.021388365,-1.460328735,-1.4751474325,-1.9665259
-0.3477308787499999,-1.310627925,-1.4267919225,-0.0065907804399999
-0.38057248925,-1.2903012425,-1.4115878075,0.014056713225
-0.33893255925,-0.6904922225000001,-1.4692061975,-2.2262151675
-0.45383055825,-0.8354908325,-1.4748319,-2.2005044575
-0.396002,-0.6631388575,-1.46838428,-1.1783427475
-0.7481341225,-0.9009257875,-1.4748379875000002,-2.113806135
-0.5870314299999999,0.3162680375,-1.6024009225,0.87355724125
-0.1671121252499999,-0.7574661855,-0.2550487375,-1.1068016525
-0.71946586325,-0.729090366,-1.556785895,-0.0318651187999999
-0.85357118,-0.836410625,-0.0284546332249999,0.029823439525
-0.50503075,-0.97947311575,-0.716453445,-1.11464385
-0.464990555,-0.57857255475,-1.573334015,-1.143002365
-0.8949114525,-0.98387468175,0.3120395764999999,-0.0902339722499999
-0.7102617124999999,-0.7913672257500001,-0.421162573,1.04181194
-0.256028804,0.28136493325,0.6807648005000001,-2.0640818375
-0.9035482475,0.383287047,-0.6816309134999999,1.0871613075
-1.0789337025,-0.906079975,-1.569198265,-1.196444455
-1.0181203825,-0.7867541189999999,-1.607588915,-1.207653165
-0.8207539735,0.3170759165,0.38448914,-1.1149012325
-1.002529985,0.24361490575,-1.2877515325,-1.1746405275
-1.250923515,0.17772529325,-1.75598806,-2.268024965
-1.0328824175,0.3568139835,-1.5710678725,-2.1782744
-1.2763048874999998,0.2470152795,-0.8426536692500001,-1.6441739875
-0.66071977575,-1.6235566325,-0.0587011956999999,-1.81263588
-0.98694867,0.22331258825,-0.9729272925,-1.1777127575
-0.9978418525,0.1892469755,-0.94404624025,-0.297637071
-0.8358147284999999,0.080824024625,-1.1049769475,-1.4192940550000002
-0.297019832,0.02969775515,-1.20821088,-2.0898228875
-1.16900844,0.1086418345,-0.7616290225,-2.0898228875
-1.2204426525,0.10413766725,0.37533695675,-1.336236345
-0.691748104,0.0920866598,0.2445579135,-1.489931465
-0.6028933062499999,0.32251647375,0.4552365055,-1.4012193375
-0.5580256665,0.254278529,-0.3199952674999999,-2.0332809325
-1.0313734775,0.2316503785,0.5168130875,-2.18228885
-1.0461001049999998,0.20189215575,-0.99527486,-2.2358963525
-0.97628153375,0.422770604,-0.8868800042499999,-2.2310321925
-0.98421185675,-0.64017475,-0.926283605,-1.2678268525
-0.6198691125,-0.793916736,0.061279149275,-1.1745892450000002
-0.581229361,0.24071722775,-0.265007069,-2.1495683275
-1.00867252,0.457572134,-0.943238654,-2.1868983475
-1.2436963075,-1.068052405,-0.1860579634999999,-0.20428257175
