roc_auc,precision,recall,f1_score
0.6644631410256411,0.36470588235294116,0.96875,0.5299145299145298
0.6027644230769231,0.345679012345679,0.875,0.4955752212389381
0.6434294871794871,0.35,0.875,0.4999999999999999
0.6067708333333333,0.35802469135802467,0.90625,0.5132743362831858
0.6334134615384615,0.34444444444444444,0.96875,0.5081967213114753
0.6612580128205129,0.38271604938271603,0.96875,0.5486725663716814
0.6975160256410257,0.37349397590361444,0.96875,0.5391304347826087
0.6626602564102564,0.37209302325581395,1.0,0.5423728813559322
0.6770833333333334,0.36470588235294116,0.96875,0.5299145299145298
0.615985576923077,0.36046511627906974,0.96875,0.5254237288135593
0.6508413461538461,0.35714285714285715,0.9375,0.5172413793103449
0.6756810897435896,0.3563218390804598,0.96875,0.5210084033613446
0.6636618589743589,0.36585365853658536,0.9375,0.5263157894736842
0.6796875,0.3780487804878049,0.96875,0.543859649122807
0.7013221153846154,0.38095238095238093,1.0,0.5517241379310345
0.7071314102564104,0.3563218390804598,0.96875,0.5210084033613446
0.6919070512820513,0.36585365853658536,0.9375,0.5263157894736842
0.6728766025641025,0.36904761904761907,0.96875,0.5344827586206897
0.6516426282051282,0.37349397590361444,0.96875,0.5391304347826087
0.6664663461538463,0.3780487804878049,0.96875,0.543859649122807
0.6925080128205128,0.36585365853658536,0.9375,0.5263157894736842
0.6448317307692308,0.3614457831325301,0.9375,0.5217391304347826
0.6921073717948718,0.3780487804878049,0.96875,0.543859649122807
0.6985176282051282,0.38271604938271603,0.96875,0.5486725663716814
0.6418269230769231,0.3780487804878049,0.96875,0.543859649122807
0.6502403846153847,0.3764705882352941,1.0,0.547008547008547
0.7069310897435898,0.35294117647058826,0.9375,0.5128205128205129
0.5727163461538461,0.32894736842105265,0.78125,0.462962962962963
0.696113782051282,0.37349397590361444,0.96875,0.5391304347826087
0.6510416666666667,0.37209302325581395,1.0,0.5423728813559322
0.648036858974359,0.3522727272727273,0.96875,0.5166666666666667
0.6460336538461539,0.3717948717948718,0.90625,0.5272727272727273
0.5877403846153846,0.3333333333333333,0.84375,0.4778761061946903
0.5584935897435898,0.3291139240506329,0.8125,0.46846846846846846
0.6588541666666666,0.3493975903614458,0.90625,0.5043478260869566
0.6229967948717948,0.34523809523809523,0.90625,0.4999999999999999
0.6885016025641026,0.35802469135802467,0.90625,0.5132743362831858
0.6945112179487181,0.36904761904761907,0.96875,0.5344827586206897
0.6247996794871795,0.35714285714285715,0.9375,0.5172413793103449
0.655448717948718,0.36046511627906974,0.96875,0.5254237288135593
0.6640625,0.36470588235294116,0.96875,0.5299145299145298
0.6270032051282052,0.3372093023255814,0.90625,0.49152542372881364
0.6486378205128205,0.35365853658536583,0.90625,0.5087719298245614
0.6171875,0.36470588235294116,0.96875,0.5299145299145298
0.7199519230769231,0.36046511627906974,0.96875,0.5254237288135593
0.648838141025641,0.3780487804878049,0.96875,0.543859649122807
0.5871394230769231,0.34177215189873417,0.84375,0.48648648648648646
0.6820913461538461,0.3855421686746988,1.0,0.5565217391304349
0.6901041666666666,0.3780487804878049,0.96875,0.543859649122807
0.6730769230769231,0.37349397590361444,0.96875,0.5391304347826087
0.6562500000000001,0.3522727272727273,0.96875,0.5166666666666667
0.6860977564102564,0.36470588235294116,0.96875,0.5299145299145298
0.6530448717948718,0.34831460674157305,0.96875,0.5123966942148761
0.7059294871794872,0.37349397590361444,0.96875,0.5391304347826087
0.5917467948717948,0.36046511627906974,0.96875,0.5254237288135593
0.6929086538461539,0.36904761904761907,0.96875,0.5344827586206897
0.6786858974358975,0.35802469135802467,0.90625,0.5132743362831858
0.6454326923076923,0.3488372093023256,0.9375,0.5084745762711865
0.6768830128205129,0.38271604938271603,0.96875,0.5486725663716814
0.6774839743589743,0.37349397590361444,0.96875,0.5391304347826087
0.7001201923076923,0.35714285714285715,0.9375,0.5172413793103449
0.6254006410256411,0.36904761904761907,0.96875,0.5344827586206897
0.6674679487179487,0.35714285714285715,0.9375,0.5172413793103449
0.6852964743589743,0.367816091954023,1.0,0.5378151260504201
0.6558493589743589,0.35802469135802467,0.90625,0.5132743362831858
0.7185496794871794,0.37349397590361444,0.96875,0.5391304347826087
0.6292067307692307,0.345679012345679,0.875,0.4955752212389381
0.7003205128205129,0.38271604938271603,0.96875,0.5486725663716814
0.6927083333333334,0.36585365853658536,0.9375,0.5263157894736842
0.6181891025641025,0.3717948717948718,0.90625,0.5272727272727273
0.6786858974358975,0.3902439024390244,1.0,0.5614035087719299
0.6674679487179488,0.36585365853658536,0.9375,0.5263157894736842
0.6774839743589743,0.38095238095238093,1.0,0.5517241379310345
0.6913060897435898,0.3780487804878049,0.96875,0.543859649122807
0.7087339743589745,0.37349397590361444,0.96875,0.5391304347826087
0.6474358974358975,0.3409090909090909,0.9375,0.5
0.6959134615384616,0.37037037037037035,0.9375,0.5309734513274337
0.6712740384615384,0.3522727272727273,0.96875,0.5166666666666667
0.6766826923076923,0.3780487804878049,0.96875,0.543859649122807
0.6127804487179488,0.3780487804878049,0.96875,0.543859649122807
0.7001201923076923,0.36470588235294116,0.96875,0.5299145299145298
0.7075320512820513,0.36904761904761907,0.96875,0.5344827586206897
0.6346153846153846,0.36904761904761907,0.96875,0.5344827586206897
0.6832932692307693,0.37349397590361444,0.96875,0.5391304347826087
0.6678685897435898,0.35365853658536583,0.90625,0.5087719298245614
0.6446314102564102,0.3448275862068966,0.9375,0.5042016806722689
0.7165464743589743,0.36904761904761907,0.96875,0.5344827586206897
0.7205528846153847,0.3902439024390244,1.0,0.5614035087719299
