name,longitude,latitude,age,normal_convergence_rate,subducting_ocean_floor_age,obliquity_of_subduction,migration_rate_x_distance,cu_mt
['El  Teniente'],,-34.5,5.5,9.758438511122794,43.80632705688477,31.24490180641312,3.9907097718438655,128.5322
"['La Huifa', 'Escalones']",,-34.5,6.5,10.703939997441696,49.97160263061524,28.88721962011103,4.329448831156895,4.924
['Rosario de Rengo'],,-34.5,7.5,10.4739879872919,50.92038192749023,30.116202756264915,4.936617779333602,3.0
['Los Sulfatos'],,-33.5,4.5,10.162015662376024,46.31908340454102,26.36019528626675,2.6705601791499296,17.52
"['Los  Bronces/Rio  Blanco', 'Los Bronces Sur']",,-33.5,5.5,11.00544830020094,47.91655921936035,20.798372050215647,2.957625389926795,211.59
['Lagunillas'],,-32.5,9.5,11.769142593854893,58.23592758178711,19.40167477710476,1.6099683053770026,4.05
"['Diente Verde', 'Vizcachitas']",,-32.5,11.5,12.000743951760407,60.64138298034668,20.24206862101412,1.0616134863747528,5.1146400000000005
['Paramillos  Sur'],,-32.5,13.5,16.02867996205658,61.078331756591794,9.086713911405296,65.36087459872829,0.9911
['Paramillos  Norte'],,-32.5,15.5,16.838593592235334,59.62204818725586,4.71680803662259,85.85048421041259,1.0788
['El Pachon'],,-31.5,8.5,11.444342382409516,62.2338264465332,20.05878565921997,0.7094016473190758,8.690000000000001
['Los  Pelambres'],,-31.5,9.5,11.582890615118686,62.73939208984375,21.46051602713697,0.8262315464098696,46.01586
['Altar'],,-31.5,11.5,12.032348632808104,62.64064483642578,21.66525371577628,1.3040287151645489,3.4825
['Los  Azules'],,-30.5,7.5,11.44818867317158,62.73867492675781,20.72938269121669,1.1039773530304768,4.6176
['Arroyo  Chita'],,-30.5,11.5,12.968077561616091,63.59380722045898,25.501259212712192,5.776059069316189,1.9812000000000003
['Famatina'],,-29.5,3.5,9.652837005379586,53.149847412109374,24.9049200294494,7.77705681650586,0.0
['Nevados  de  Famatina'],,-29.5,4.5,10.56130284094476,57.24561386108398,23.07013716618321,8.492263184862036,1.2
"['El Indio', 'Sancarrón']",,-29.5,6.5,11.507519441568778,62.144668960571295,21.38954295186828,2.957849628521278,0.0
"['El Tambo', 'Lama', 'Pascua']",,-29.5,8.5,11.380527944377668,66.2047960917155,22.90098206548599,5.190399869649396,0.0
['Veladero'],,-29.5,11.5,13.056593666225112,65.57049407958985,24.860105357850266,7.586438369478031,0.0
['Los Helados'],,-28.5,13.5,14.31842502531408,66.09638977050781,22.51885540342031,16.325693818937815,6.06
['Filo del Sol'],,-28.5,17.5,15.406045996963512,68.28381881713867,10.713527679092078,35.062792595662145,1.01049
['Caserones'],,-28.5,18.5,14.860933687928089,71.71234741210938,8.501186946549717,25.779691582437824,4.455
['Josemaria'],,-28.5,24.5,8.560323330898328,73.54995727539062,22.717199517978926,5.2850702890172885,2.9232
"['Capillitas', 'Agua  Rica', 'Filo  Colorado']",,-27.5,5.5,11.521255315545572,63.93353576660157,17.487642680945743,4.459541022246217,6.574579999999999
['Farallón Negro'],,-27.5,6.5,11.985696470102686,68.76280288696289,15.431714404904136,3.315831701314492,0.0
"['Bajo  de  la  Alumbrera', 'Bajo  de  San  Lucas']",,-27.5,7.5,11.97874273465898,67.64768905639649,15.52416980329516,3.4441528697379,4.6218
"['Bajo  El  Durazno', 'Cerro Atajo']",,-27.5,8.5,11.876253797213282,70.61363067626954,16.82247073298045,2.383337530710808,0.485
['El Volcán'],,-27.5,10.5,12.367724461758288,69.42377166748047,19.50958771608168,1.733883290724813,0.0
['Lobo'],,-27.5,12.5,14.6580763246863,67.76896362304687,18.612945341473186,6.390288372941749,0.7424
"['Cerro  Casale', 'Maricunga']",,-27.5,13.5,15.388344155169923,67.17851333618164,16.745894538425855,18.860514800836818,4.4975
['Cerro Maricunga'],,-27.5,15.5,16.10958703380491,73.59416198730469,11.430981251715306,20.7971995645836,0.0
"['Pancho', 'Verde', 'La Pepa', 'Caspiche-Santa Cecilia']",,-27.5,23.5,9.884556217740249,73.38745603561401,7.019484069487425,5.243544461327256,3.953802
['Betito'],,-26.5,13.5,15.44206510004677,72.20639495849609,15.144741888506932,9.117294856460417,0.0117234
['La Coipa'],,-26.5,18.5,15.446554808053596,73.59519958496094,8.730054867100398,21.93228899481521,0.0
['Diablillos'],,-25.5,6.5,12.016842049404548,69.7089630126953,13.966058309848554,1.157072701929713,0.0
['Inca  Viejo'],,-25.5,15.5,15.682243873860362,76.87772674560547,12.757072596169245,9.697141958228825,0.225
['Pancho  Arias'],,-24.5,15.5,15.707573070940716,78.70267333984376,10.11871872637406,8.270043859752764,0.45
['Choquelimpie'],,-18.5,6.5,11.885817073264333,77.30032043457031,17.630537448296526,9.675370805749514,0.0
['Dos  Hermanos'],,-18.5,13.5,15.113421752714544,76.4933837890625,14.198745194574252,23.139114599669035,0.05
['Tucari'],,-16.5,4.5,10.26859149637643,64.36692352294922,24.768645305951527,17.52122274460844,0.0
['Santa Rosa'],,-16.5,7.5,11.08355973389614,68.77918167114258,27.24001427157898,13.082545390324878,0.0
['San Antonio de Esquilache'],,-16.5,20.5,11.013442014053815,80.15619659423828,37.289879086880994,15.275151776760683,0.0
['Ares'],,-15.5,5.5,9.46498795393338,52.9202880859375,39.4781598180896,13.89052152206663,0.0
['Caylloma'],,-15.5,7.5,9.690377545378531,58.094862365722655,38.41970790688224,18.678209984317228,0.0
['San Salvador de Patillani'],,-15.5,9.5,11.075341996185356,68.26440658569337,31.662025976134125,22.73414788924926,0.44
['Shila'],,-15.5,10.5,11.028464489943577,70.51570892333984,34.2434117144952,18.54526363786247,0.0
['Poracota'],,-15.5,13.5,12.673459822942934,79.80234985351562,34.44450240837628,47.53256473795867,0.0
['Orcopampa'],,-15.5,14.5,12.244812511348892,80.37493743896485,36.66996590445141,50.826376007075496,0.0
['Berenguela'],,-15.5,22.5,9.546811112272817,82.22699127197265,34.01053131589141,4.836854961710314,0.348916
['Cerro Hermoso'],,-15.5,23.5,9.49003805568934,82.57899284362793,32.00932468723294,2.8025357887218747,0.015
['Arcata'],,-14.5,5.5,8.798078237792236,50.89691925048828,38.45366081888204,10.040383491768615,0.0
['San Juan de Lucanas'],,-14.5,9.5,10.619548938605174,62.22896499633789,35.31822843131672,15.250481541027932,0.0
['Yauricocha'],,-12.5,6.5,10.4927321000362,50.99883270263672,31.74653986931349,3.173899441448569,0.1792
['Julcani'],,-12.5,9.5,11.060935355766798,58.569417572021486,31.684314877010205,6.150870400146161,0.0
['Toromocho'],,-11.5,7.5,10.93259437507249,49.8629020690918,27.17408231833461,5.21987278831598,9.92072
['Chungar'],,-11.5,13.5,13.577516982994174,61.51314926147461,22.296361827371605,3.617050727840208,0.0424
['Raura'],,-10.5,8.5,11.131199787640274,51.03849563598633,24.02436678915173,9.808704638859574,0.03625
['Marcapunta-Colquijirca'],,-10.5,11.5,13.04157360062232,59.11678466796875,21.798948771364003,3.548927774216966,1.5499999999999998
['Quicay II'],,-10.5,12.5,13.577516982994174,61.08019409179688,22.296361827371605,3.874802764281828,3.5
['Cerro de Pasco'],,-10.5,14.5,13.491829067926512,63.1581657409668,24.183378362921697,5.619804486174004,1.5
['Antamina'],,-9.5,10.5,12.023933369040368,51.845262145996095,20.985506536696693,11.847537098143857,7.897
['Pierina'],,-9.5,14.5,13.397397979343827,60.41362075805664,22.71547793812564,7.121210491852169,0.0
['El Aguila'],,-8.5,4.5,10.17876571679308,38.24845542907715,20.35387994684744,24.376227342247464,0.289
['Alto  Dorado'],,-8.5,9.5,12.308853290333246,43.99699172973633,15.866053954470509,19.040849976115048,0.051
['Pashpap'],,-8.5,14.5,12.84137355068782,57.2212417602539,23.92190305790881,8.035471724513098,0.6372
['Magistral'],,-8.5,15.5,12.84137355068782,51.51789855957031,23.92190305790881,9.95845359808044,1.85742
"['Colpayoc', 'Salpo-Milluachaqui']",,-7.5,14.5,13.26024376802726,45.10997200012207,18.865921508855607,14.803527960031309,0.0
"['Algamarca', 'Shahuindo']",,-7.5,15.5,12.819091241318622,42.07869873046875,22.83985707276532,9.671783843981032,0.03
"['La Virgen', 'Alto Chicama', 'El  Galeno']",,-7.5,16.5,12.707168269182937,45.38589782714843,23.60228002342804,8.433368724521157,4.09062
"['El Toro', 'Pachagón']",,-7.5,18.5,12.275586653382078,45.415802001953125,25.83674051781034,12.527861659596542,0.5
['Michiquillay'],,-7.5,19.5,12.369662057539625,48.92445449829101,22.492871091089103,18.864591765342755,6.3
['La Arena'],,-7.5,25.5,11.719025682445984,71.07496643066406,17.55933108710954,25.17314113873654,2.636364
['Yanacocha'],,-6.5,9.5,12.410080957481238,32.20853042602539,13.643928209629753,10.865441807348986,0.0
['Sipán'],,-6.5,11.5,12.650529394760742,33.97897300720215,13.202009412895388,9.18472389016596,0.0
['Tantahuatay'],,-6.5,12.5,13.434338501015048,35.95844230651856,9.642609821452144,14.408166473527784,2.9625
"['Cerro  Corona', 'La Granja']",,-6.5,13.5,13.74436992148773,38.19399375915528,11.785214436835425,20.870049696283857,20.15
['Cañariaco'],,-6.5,14.5,13.0880913156293,39.98138198852539,15.979476450077671,22.637619453086245,4.012
"['La Zanja', 'Minas  Conga']",,-6.5,15.5,12.915263484084424,41.61307792663574,19.61428422385409,12.982115774133618,2.2182
['Rio Blanco'],,-4.5,11.5,11.98284565571396,34.25181503295899,19.17401322861804,13.059790465198711,7.164899999999999
['Quimsacocha'],,-3.5,7.5,11.0828117853148,30.127874755859374,17.93755660037565,50.08235095145984,0.04
['Fierro  Urcu'],,-3.5,9.5,11.515615897894538,34.450598907470706,21.98273156927437,18.13205513807545,0.107
['Tres Chorreras'],,-3.5,12.5,12.706309192232828,39.391876983642575,21.187698865880257,34.30795711372188,0.05
['Portovelo-Zaruma'],,-3.5,15.5,12.857141784853468,43.21887435913086,11.292835738838326,35.22116061128878,0.0819
['La Tigrera'],,-3.5,17.5,12.784405787814343,47.262109375,9.731782007750445,29.766736724052247,0.0
['Gaby-Papa  Grande'],,-3.5,20.5,12.873203062558478,50.87211685180664,11.43081229935792,18.619967733897685,0.36
['Cangrejos'],,-3.5,23.5,12.110128179328704,55.461692810058594,21.48533091301188,3.650073009040948,0.2
['Chaucha'],,-2.5,9.5,11.515615897894538,34.450598907470706,21.98273156927437,19.9284368643454,1.452
['Telimbela'],,-1.5,19.5,12.840934502907595,50.03538360595703,8.615259804070082,40.16564887440918,1.375
['Balzapamba-Las Guardias'],,-1.5,21.5,12.53828977979,55.52413330078125,16.797301574605832,21.861521960648027,2.09
