roc_auc,precision,recall,f1_score
0.7073446327683617,0.5,0.8333333333333334,0.625
0.7033898305084747,0.44642857142857145,0.8333333333333334,0.5813953488372092
0.6909604519774012,0.46153846153846156,0.8,0.5853658536585367
0.7163841807909604,0.43103448275862066,0.8333333333333334,0.5681818181818181
0.6644067796610169,0.4791666666666667,0.7666666666666667,0.5897435897435898
0.675141242937853,0.4716981132075472,0.8333333333333334,0.6024096385542169
0.7234463276836158,0.4807692307692308,0.8333333333333334,0.6097560975609756
0.6666666666666666,0.46296296296296297,0.8333333333333334,0.5952380952380952
0.7259887005649718,0.46296296296296297,0.8333333333333334,0.5952380952380952
0.7050847457627119,0.5,0.8,0.6153846153846154
0.6864406779661018,0.46296296296296297,0.8333333333333334,0.5952380952380952
0.6932203389830509,0.4807692307692308,0.8333333333333334,0.6097560975609756
0.6937853107344633,0.48148148148148145,0.8666666666666667,0.6190476190476191
0.672316384180791,0.43333333333333335,0.8666666666666667,0.5777777777777778
0.6881355932203389,0.48214285714285715,0.9,0.627906976744186
0.7248587570621469,0.48214285714285715,0.9,0.627906976744186
0.6887005649717515,0.45454545454545453,0.8333333333333334,0.5882352941176471
0.7271186440677967,0.4406779661016949,0.8666666666666667,0.5842696629213483
0.665819209039548,0.4074074074074074,0.7333333333333333,0.5238095238095238
0.6745762711864407,0.45098039215686275,0.7666666666666667,0.5679012345679013
0.7045197740112995,0.4642857142857143,0.8666666666666667,0.6046511627906976
0.7067796610169491,0.46296296296296297,0.8333333333333334,0.5952380952380952
0.6983050847457627,0.46,0.7666666666666667,0.575
0.6621468926553672,0.3968253968253968,0.8333333333333334,0.5376344086021505
0.6779661016949152,0.43103448275862066,0.8333333333333334,0.5681818181818181
0.6813559322033899,0.4489795918367347,0.7333333333333333,0.5569620253164558
0.6740112994350282,0.44,0.7333333333333333,0.5499999999999999
0.7002824858757062,0.4406779661016949,0.8666666666666667,0.5842696629213483
0.6870056497175141,0.45098039215686275,0.7666666666666667,0.5679012345679013
0.7228813559322034,0.4909090909090909,0.9,0.6352941176470589
0.6248587570621469,0.4074074074074074,0.7333333333333333,0.5238095238095238
0.6621468926553672,0.44642857142857145,0.8333333333333334,0.5813953488372092
0.7203389830508474,0.47058823529411764,0.8,0.5925925925925927
0.7050847457627117,0.42105263157894735,0.8,0.5517241379310345
0.7175141242937852,0.4727272727272727,0.8666666666666667,0.611764705882353
0.6435028248587571,0.44,0.7333333333333333,0.5499999999999999
0.7107344632768361,0.46153846153846156,0.8,0.5853658536585367
0.7,0.48214285714285715,0.9,0.627906976744186
0.6731638418079096,0.43859649122807015,0.8333333333333334,0.574712643678161
0.719774011299435,0.46296296296296297,0.8333333333333334,0.5952380952380952
0.6353107344632769,0.44680851063829785,0.7,0.5454545454545453
0.6836158192090395,0.45098039215686275,0.7666666666666667,0.5679012345679013
0.680225988700565,0.44,0.7333333333333333,0.5499999999999999
0.7011299435028249,0.4727272727272727,0.8666666666666667,0.611764705882353
0.6949152542372882,0.45098039215686275,0.7666666666666667,0.5679012345679013
0.7124293785310735,0.4642857142857143,0.8666666666666667,0.6046511627906976
0.6711864406779661,0.4489795918367347,0.7333333333333333,0.5569620253164558
0.6923728813559322,0.48214285714285715,0.9,0.627906976744186
0.7005649717514125,0.48148148148148145,0.8666666666666667,0.6190476190476191
0.6401129943502826,0.4444444444444444,0.8,0.5714285714285714
0.6576271186440678,0.44642857142857145,0.8333333333333334,0.5813953488372092
0.7240112994350283,0.47058823529411764,0.8,0.5925925925925927
0.6926553672316383,0.4791666666666667,0.7666666666666667,0.5897435897435898
0.7056497175141242,0.4642857142857143,0.8666666666666667,0.6046511627906976
0.6988700564971752,0.5,0.8666666666666667,0.6341463414634146
0.6081920903954802,0.4107142857142857,0.7666666666666667,0.5348837209302325
0.6915254237288136,0.44642857142857145,0.8333333333333334,0.5813953488372092
0.6932203389830508,0.4444444444444444,0.8,0.5714285714285714
0.6844632768361582,0.4716981132075472,0.8333333333333334,0.6024096385542169
0.7016949152542373,0.4406779661016949,0.8666666666666667,0.5842696629213483
0.7245762711864406,0.43859649122807015,0.8333333333333334,0.574712643678161
0.676271186440678,0.43636363636363634,0.8,0.5647058823529413
0.690677966101695,0.4444444444444444,0.8,0.5714285714285714
0.6805084745762713,0.45098039215686275,0.7666666666666667,0.5679012345679013
0.7096045197740113,0.46153846153846156,0.8,0.5853658536585367
0.631638418079096,0.42,0.7,0.525
0.6576271186440679,0.4406779661016949,0.8666666666666667,0.5842696629213483
0.7011299435028249,0.4727272727272727,0.8666666666666667,0.611764705882353
0.7271186440677967,0.4642857142857143,0.8666666666666667,0.6046511627906976
0.7158192090395481,0.4727272727272727,0.8666666666666667,0.611764705882353
0.7429378531073446,0.5192307692307693,0.9,0.6585365853658537
0.7463276836158192,0.5098039215686274,0.8666666666666667,0.6419753086419753
0.7112994350282487,0.4716981132075472,0.8333333333333334,0.6024096385542169
0.6282485875706214,0.40384615384615385,0.7,0.5121951219512195
0.676271186440678,0.45098039215686275,0.7666666666666667,0.5679012345679013
0.6290960451977401,0.41818181818181815,0.7666666666666667,0.5411764705882354
0.6824858757062147,0.48214285714285715,0.9,0.627906976744186
0.7014124293785311,0.5102040816326531,0.8333333333333334,0.6329113924050633
0.7531073446327683,0.4909090909090909,0.9,0.6352941176470589
0.7344632768361582,0.4727272727272727,0.8666666666666667,0.611764705882353
0.701412429378531,0.5106382978723404,0.8,0.6233766233766233
0.6906779661016949,0.46153846153846156,0.8,0.5853658536585367
0.7305084745762712,0.4727272727272727,0.8666666666666667,0.611764705882353
0.7090395480225989,0.47058823529411764,0.8,0.5925925925925927
0.6771186440677966,0.46296296296296297,0.8333333333333334,0.5952380952380952
0.6703389830508475,0.45901639344262296,0.9333333333333333,0.6153846153846154
0.6596045197740114,0.43636363636363634,0.8,0.5647058823529413
0.6940677966101695,0.4339622641509434,0.7666666666666667,0.5542168674698795
0.6779661016949152,0.4339622641509434,0.7666666666666667,0.5542168674698795
