0,1,2,3
0.025107894999999998,-0.20311500999999998,-0.788769635,0.49124496
-0.035145657,-0.349547035,-0.8790452,-0.6804247
0.0254774205,-0.22194415499999998,-0.8050022,0.48483615
0.00715946485,0.387603535,-0.8343849,0.62094125
-0.011670705,0.40883958,0.50639605,-0.77102792
0.020602047,-0.192925415,0.515085875,0.57371425
-0.0027045538,0.35365215,0.4110045,0.590587125
0.0024856532,0.39344119,-0.8323823,0.67390096
-0.027762092000000002,0.231107795,-0.82050795,-0.8020832
-0.163092535,-0.4348051,0.36412574,-0.67176828
-0.051677311000000004,-0.2875424,0.552371565,0.359325735
-0.08741740249999999,0.40322341500000003,0.30735498,0.7027127449999999
-0.025367208000000002,-0.21632862000000003,-0.87294043,-0.80454253
-0.0274383535,-0.34513201,-0.113145385,0.410531015
-0.0463417025,-0.247831545,0.36377265999999997,0.47110297
0.007956785000000001,0.36466307,-0.82292635,0.670068
-0.026411101,-0.3446702,-0.09871408500000001,0.7276518350000001
-0.103978843,-0.34138811,0.58223797,-0.5762834649999999
0.0076191567,0.36473454000000005,-0.826354225,0.685130355
-0.018990257,0.07860143,-0.83229957,-0.61387705
-0.050927784000000004,-0.34128014500000003,0.49648508999999996,0.48072540500000005
-0.12118822,-0.42600259,-0.19059832,0.58458657
-0.09609520499999999,-0.406832635,-0.8706110499999999,-0.6716435000000001
-0.0472079965,-0.34315590500000004,-0.10084341,0.721920195
-0.040724913,0.38788518,-0.81577167,0.694509535
-0.065280035,0.40260994,0.47185885,-0.53767197
-0.093504765,-0.262738815,0.446928945,0.38677247000000003
-0.0106431635,-0.27444902,-0.8987973,0.709087925
-0.0280465835,-0.24699555499999998,-0.87571314,-0.6889455
-0.049482763,-0.34610076,0.401507645,0.46892077
-0.045743188500000004,-0.3408104,0.15792258,0.41293831999999997
-0.037789279499999995,-0.14011278,-0.78313437,0.497795925
-0.046685455,-0.36989127,-0.8009807,0.7552834
-0.05158116,-0.358609885,-0.7985854800000001,0.764075085
-0.06490081,-0.33980285,0.54467002,0.438234315
-0.09623324250000001,-0.27410711499999996,0.48051466,0.395566405
-0.09092721000000001,-0.31124971,0.34251219,0.38837377
-0.075111345,0.46278398,0.35979711999999997,-0.696745275
-0.085313025,-0.24560087000000003,-0.8696252,-0.7365221
-0.11585223,0.37132268,-0.12634563,-0.5394829999999999
-0.07497873199999999,0.46306514,0.363851145,-0.7660635250000001
-0.084453505,-0.28669687,0.49252686,0.40613723
-0.0609451345,0.35816456,-0.13550698,0.703236175
-0.029157724500000003,-0.256073835,-0.8666056950000001,-0.80988995
-0.098246447,-0.40448725,-0.8677725,-0.6473029800000001
-0.069340495,-0.25977425499999995,0.432747795,0.421364155
-0.0858034755,-0.405879465,-0.86846908,-0.7543981
-0.0589038415,-0.34141195,0.58801805,0.4635358
-0.082020864,-0.29607996000000003,0.2659509,0.37739640500000005
-0.0299865985,-0.24929679,0.30036555499999995,0.47194919
-0.12335309,-0.256485715,0.346984205,0.37327633000000005
-0.11660321,0.37141884999999997,-0.153690335,0.0532633835
-0.10962532,-0.327217055,-0.87335125,-0.75594745
-0.0252688485,-0.334759335,-0.864740405,-0.75002445
-0.0774646675,-0.24316786,0.35907715500000004,0.45718344
0.002257928,0.30951166500000005,-0.207463905,-0.66359993
-0.153954835,0.431593735,0.46355218,-0.6773064449999999
0.1131520645,-0.340201095,0.48030209999999995,-0.5723777
0.01243576,-0.33904375,0.182816835,-0.109902498
0.0057388274,-0.459281985,0.080299965,-0.6777562500000001
0.082971845,0.36084085,-0.13358146,-0.53214113
0.10154397700000001,-0.234703365,0.33709690000000003,-0.56350112
-0.14500195,-0.39249874500000004,-0.8596969999999999,-0.5677285999999999
0.01276761925,0.286458825,-0.222528995,-0.87018518
0.033506595,-0.40325838999999997,0.03894159,-0.58288048
0.100229312,-0.337778285,-0.084401683,-0.46045177000000004
0.0914729225,-0.17999853,-0.07608224999999999,-0.47113612
0.099200378,-0.334517175,-0.08873529799999999,-0.510359675
0.1045323625,-0.31301502000000003,0.47048437,-0.469976735
0.08256485,-0.26386764500000004,-0.872973675,-0.5899155
0.08079561,0.36592531500000003,0.11892524,-0.5176219
0.0214965885,-0.23305471,0.184383395,0.675035585
-0.159361415,-0.23370474,-0.861497,-0.6314359
