roc_auc,precision,recall,f1_score,roc_auc_std,precision_std,recall_std,f1_score_std
0.5633333333333332,0.5045648434812522,0.4991071428571428,0.491750700280112,0.117878996290433,0.042776121210364,0.0461399760759609,0.0484288006017739
0.6128273809523809,0.5189176372303307,0.500357142857143,0.4991698497580851,0.168084646148823,0.113697405894805,0.0844830132934863,0.0861803465425979
0.5391071428571429,0.6031616749263808,0.5375595238095238,0.5317929109266707,0.1028149715136221,0.1622034295862659,0.09902343454743,0.0982448718695711
0.552172619047619,0.624587789661319,0.5742261904761904,0.5680994773025134,0.0720228010555136,0.1611476247789255,0.1118071382685401,0.1140659158721197
0.5816071428571429,0.5242384004884004,0.5353571428571429,0.5243324561052592,0.1403394714025961,0.0881537414250838,0.0973991061784128,0.0896562215514357
0.5747619047619048,0.520547201336675,0.5391071428571428,0.5138239959492332,0.1375330304585781,0.1696445360908398,0.1152869706467605,0.1347484554664416
0.5800297619047619,0.5823717948717949,0.5603571428571428,0.5460290571497468,0.1540085947295373,0.130319915481483,0.1393658703018377,0.137340503283165
0.5577380952380951,0.5042390289449113,0.5049404761904762,0.4992844410491469,0.0720437300275407,0.0365976019485471,0.0310150464545188,0.0358164484861305
0.5126785714285715,0.5211667035235147,0.5117261904761905,0.5113545952255629,0.1564250833125634,0.1535815769435135,0.1469174475498326,0.1495190807013416
0.6060416666666667,0.5159310134310136,0.5398214285714286,0.5226241186129623,0.07672429714314,0.1472408615006006,0.1242147101501552,0.1362461989942754
0.5493154761904762,0.5372531063707534,0.5420238095238096,0.533335012688461,0.1011332821559608,0.0773618451898431,0.0823994009758513,0.0763049508586225
0.5103869047619047,0.5324448942869996,0.5017261904761904,0.4970341685960348,0.077901772922635,0.1154826424903713,0.0955738871964105,0.0938475778599377
0.5682738095238096,0.545049827623357,0.5449404761904761,0.5405726198162238,0.0261556857673276,0.1099300633986618,0.1042829283167767,0.10557955644621
0.509077380952381,0.5043343653250774,0.5274404761904761,0.5140063225831727,0.1400725005625022,0.1589330722137467,0.1413643984197915,0.1498439821613946
0.5539880952380953,0.4834392920461031,0.4730952380952381,0.4737715868361029,0.1157416866930353,0.1093508504824437,0.1137737478636782,0.1103746943225505
0.5780357142857142,0.4820175438596491,0.4788095238095238,0.4765295009649847,0.0460378861531592,0.0857014345286638,0.0786816957135699,0.0799933906290985
0.627172619047619,0.5729796918767507,0.5725595238095238,0.5691666666666666,0.1202928034426445,0.1326499627619041,0.1332443367951593,0.1368843928946634
0.6383630952380953,0.6060120890461448,0.604642857142857,0.5992014058048214,0.1199213620596067,0.0654280662286438,0.0603847264856252,0.0696304012265078
0.5761309523809522,0.5302213868003343,0.5498214285714286,0.5310815705592582,0.1007999115353425,0.1390437105443649,0.1274818247683116,0.1235857141482283
0.5774404761904762,0.5793184885290149,0.5869047619047619,0.5681234249185568,0.1097274891815454,0.0995471540449785,0.1121634547861698,0.1046382979572102
0.5688392857142857,0.6030287114845938,0.6088690476190477,0.6022030963800413,0.0546441539424914,0.0774829280405272,0.0798188318529364,0.0762809436015283
0.5821130952380952,0.5341948621553885,0.5322619047619047,0.5284615935875505,0.0641522258244504,0.1459959715657212,0.1041429564852445,0.121077019641365
0.5845535714285715,0.502464541822127,0.5069047619047619,0.4945863427941553,0.2085222867608249,0.1284064678736156,0.1228640351979565,0.119868926150062
0.555595238095238,0.530234593837535,0.5411309523809523,0.5335984445661864,0.1238678033620947,0.138037535494033,0.1383290815673126,0.1365683966260711
