normal_convergence_rate,subducting_ocean_floor_age,obliquity_of_subduction,migration_rate_x_distance
-0.0106029645,-0.045386027,-1.0614855,-1.05863585
-0.0280708495,-0.129403795,-1.051565,-0.65606085
-0.0310113495,-0.06421512,-1.0733552,-1.066576
0.0056820584,0.25044191,-0.45975946,0.71641212
-0.0321342075,0.106202952,0.44325766,-0.29712154
0.00350332885,0.096048602,0.248854295,0.55613845
-0.0346257534999999,0.218102195,0.1695400899999999,0.321198105
0.0248599655,0.2657132749999999,-0.44369446,0.869020405
-0.0098114495,0.082597388,-1.0195701499999998,-1.05201965
-0.1690343249999999,-0.351870225,0.0988361949999999,0.17433376
0.025316734,-0.070629035,0.2280223,0.45893775
-0.027918059,0.2350063299999999,0.145489875,0.356652085
-0.0178429,-0.0275099065,-1.0566812,-0.7371763
-0.1103972149999999,-0.463415435,-0.098976195,0.39052116
-0.0137839225,0.073718255,0.198333115,0.441390785
0.0146219505,0.26159034,-0.44439745,0.87470772
-0.106329867,-0.484123455,-0.0224766935,0.28975689
-0.038989442,-0.307462705,0.4492427,-0.454781975
0.0149508115,0.26198001,-0.448512475,0.89008
0.0425709549999999,0.14559036,-0.416628635,0.872208375
-0.029345578,-0.0702713095,0.2533801249999999,0.35731621
-0.2035000049999999,-0.60646497,-0.218241895,0.162431455
-0.0367392825,-0.36106527,-1.0388593,-0.639404415
-0.1107798899999999,-0.198279185,-0.020349353,0.42033915
0.0086710595,0.25918856,-0.46671945,0.85277837
-0.0369671785,0.10415792,0.410002665,-0.282687025
-0.0391698325,0.0492279455,0.22470032,0.368278775
0.0063771885,-0.0631186974999999,-0.597350745,0.7909964
-0.025442724,-0.0425975529999999,-1.05158505,-0.74649835
0.00611546025,-0.062104898,0.21504356,0.394096925
-0.0332897775,-0.4756876799999999,0.14122592,0.25030754
-0.0339589099999999,-0.017041986,-1.06117905,-1.08470835
-0.0404088405,-0.18103213,-1.08057855,-1.01528385
-0.0434903465,-0.169036615,-1.0752432,-1.0101317
-0.1229778924999999,-0.45523402,0.19347904,0.193891175
-0.040761373,0.0373271,0.22547122,0.374368535
-0.120070453,0.029673096,0.1826672349999999,0.350361875
-0.0665655,0.16360569,0.37845176,-0.349727455
-0.029546585,-0.07253277,-1.0596397999999998,-1.08160025
-0.046251318,0.20129115,-0.0359883225,-0.5858281000000001
-0.066591785,0.15413291,0.3786615,-0.3151777
-0.112625355,0.0124793315,0.2323158249999999,0.265415755
-0.029477043,0.203198835,0.26429833,-0.25954773
-0.0359256825,-0.0678793,-1.0493592,-0.73342703
-0.0290677479999999,-0.29282816,-1.0198846,-0.512129965
-0.071365095,-0.0909806155,0.390079835,-0.81891057
-0.0311469595,-0.335592065,-1.02961095,-0.639927525
-0.105865475,-0.45638774,0.2417942599999999,0.23897146
-0.192331675,0.0074606155,0.15082551,0.289969145
0.0353597945,0.0878121,0.16668111,0.5046295000000001
-0.2018360599999999,0.0451526515,0.180233185,0.27762246
-0.0471178875,0.197914405,-0.0470488369999999,-0.588329035
-0.083628225,-0.12997548,-1.0267976,-0.8990221
-0.0490706489999999,-0.15155268,-1.0821507,-0.939095925
-0.0894931599999999,0.0762637579999999,0.2135571849999999,0.434218665
-0.0456884225,0.092366955,-0.24619987,-0.521670975
-0.033474542,0.13016691,0.45129047,-0.213186885
-0.0156104019999999,-0.1496135499999999,0.4629598649999999,-0.464360775
-0.27003069,-0.069915522,0.088509945,0.23735232
-0.079016432,-0.282650725,0.206113865,-0.43159184
-0.0106009245,0.148397445,-0.0822169144999999,-0.341329025
-0.068066243,0.0819274,0.223392835,0.42074812
-0.059411049,-0.30383317,-1.00829885,-0.4250097
-0.0395067315,0.064654975,-0.22932106,-0.423890285
-0.0679202929999999,-0.251310605,0.2284855049999999,-0.3054451649999999
-0.028873354,-0.345510215,-0.0619392074999999,-0.57107017
-0.022437511,0.0194273365,-0.06286383,-0.263505935
-0.0230715155,-0.2795217,-0.041902602,-0.13484262
-0.0010313904,-0.0507139955,0.455559045,-0.148795075
-0.13253883,-0.0086152245,-0.5350057500000001,0.67233056
-0.000483213,0.13717733,0.35383998,-0.218424395
-0.031029004,-0.026417045,0.2869551,-0.63577248
-0.075293485,-0.049847674,-1.0901045,-1.0136005
-0.0704752475,0.077217675,-0.1303059999999999,-0.4094429349999999
-0.049622733,-0.3141492,-1.0176231,-0.428134325
-0.0493643425,0.074249275,0.5223876000000001,-0.49438539
-0.082555322,-0.0331911099999999,-1.0771096,-1.01438535
-0.03193326,-0.341182725,-0.095800275,-0.57507495
-0.0276933185,-0.33961301,-0.085855845,-0.55334677
-0.0722146525,0.290217725,-0.95345026,-0.931656265
-0.0528047665,0.185106665,-0.10899545,-0.29570026
-0.0336928915,0.2044192799999999,0.42759907,-0.233063635
-0.100190875,0.098674435,0.34847185,-0.44713464
-0.0298199375,0.0124460324999999,-0.0574596135,-0.254509045
-0.021437293,-0.28052227,-0.085608595,-0.1579616999999999
-0.084100922,0.04484131,0.358429,-0.406575545
-0.073801635,0.305545195,-0.9522375,-0.93230247
-0.060823014,0.272983355,-0.9979433,-0.94464147
-0.058559366,0.25334749,-0.99741505,-0.9635622
-0.09900791,0.13713678,-0.636975585,-1.39025265
-0.023970004,-0.2663648,-0.08951275,-0.15159528
-0.053879658,0.183034825,-0.09643119,-0.28766537
-0.052940784,0.25053671,-0.968293575,-0.6679531350000001
-0.0468445075,0.2413076599999999,-0.99442786,-0.68170759
-0.025421553,-0.27544157,-0.053925043,-0.159822085
-0.07072035,-0.48205837,-0.1976847199999999,-0.2675147799999999
-0.056829906,0.13232986,-0.083196245,-0.2954340199999999
