0,1,2,3
-0.406275787,-0.328544593,-1.15661303,0.13745594700000002
-0.34179446,0.20373493725000003,-1.4892187425,0.31023606724999997
-0.35621949475000003,-0.847417926,-2.051964635,-0.1078984865
-0.2965539675,0.16492931825,-1.163555875,-0.428040496
-0.367404369,0.07816685635000001,-0.09384365,-0.8021018875
-0.20326351975,-0.6131836525000001,0.18752532675,-0.373910317
-0.7827396232499999,-0.456891341,0.22260933,-0.19646499499999998
-1.332614,-0.33828859975,-1.3501270075,-2.688197795
-1.26558458,-0.42788161875,-0.8730488215,-2.6081630325
-0.5168203375,-0.20439004175,0.238427552,0.21307518
-0.33524853075,-0.2946223,-0.75973143125,0.10075719285000001
-1.0183551,-0.4149048735,-0.8340100515,-0.525770121
-0.5204097084999999,-0.13990777775,0.14628154325,0.26127022125
-1.1867209475,-0.708962105,-1.86404755,-2.1415410025
-0.53516406625,-0.70388463675,-1.6862926425,-1.992439535
-0.6198599075,-0.59962217425,-1.5095796125,-2.0215145824999996
-0.2507587215,-0.15223588,0.06445800037500002,-0.07755127109999999
-0.30365571999999996,-0.45481753449999995,-0.9552803175,0.33164546425
-1.0594999975,-0.85660046775,-1.8724321675,-2.1771776849999998
-0.7484289985,-1.15987289,-1.1400885125,-0.8716043095
-1.3791125,-1.31647486,-1.5933583975,-2.4040747975000003
-1.6300172849999999,-1.59510053,-1.4003270875,-2.4562723825
-0.4507109285,-2.5458593,-1.53592877,-0.48768610625
-0.490736512,-0.6677715985,0.02601169250000002,-0.09317039975000001
-0.358230062,-1.7507378425,-1.1522353150000002,-0.790333045
-0.7439122300000001,-1.5190968775,-1.6629443799999999,-1.3326708425
-0.20399568925,-1.56524246,0.10917884,-0.3857134205
-0.8977629735,-1.6967787349999999,0.15285616000000002,-0.15529933899999998
-0.6534519115,-0.7807805505,0.25657214375000004,-1.6891096875
-1.7743978275,-1.3394998675,-0.29823737725,-0.631498444
-1.4162665025,-1.9058524725,-1.555418575,-0.40134362274999996
-0.57804476325,-2.283139115,-1.2880662225,-0.57523185
-1.368362875,-1.62262584,-1.48506136,-1.8243779199999999
-1.3732863025,-2.311607275,-1.224753075,-0.35567342324999995
-0.5225381075,-1.745546975,-1.281346575,0.08314932650000001
-1.6085546,-2.4566445525,-1.5226132625,-1.856805265
-1.68352345,-2.44548554,-1.3569691474999999,-1.872870145
-0.25452526,-2.209541655,0.073038881,-1.7023798
-0.740692024,-2.12776648,-1.4135934575,-1.52010568
-0.9123942150000001,-0.57868914875,-1.8457216875,-1.21997816
-0.9509951685,-1.6760926824999998,-1.6745515149999999,-1.038064605
-0.8565473225,-1.9682160199999998,-2.8820020225,-0.98658467175
-0.8462480475,-0.69035137,-3.015683355,-1.0528147475
-0.8708660235,-0.67248380325,-3.0186961625,-1.1324439775
-1.093742515,-1.5524001425,-1.8432229924999999,-1.2883126125
-0.9601881585,-1.617876525,-2.93457066,-1.0282907575000002
-0.6658620075,-1.69808968,-2.3194825900000002,-1.8283082375
-0.6504429924999999,-1.6588587625,-2.359976415,-1.83373935
-0.2197702015,-2.1789297025,-2.6194802175,0.16449506849999998
-0.2414579315,-2.1649586125,-2.61512063,-0.17546187
-0.5997102275,-0.65151307,-2.7211678,-1.706986995
-0.93778141075,-0.64767321325,-3.0025477175,-1.09042372
-0.268862366,-0.5397516575,-2.502020695,-0.07917170424999999
-0.671047275,-0.7479924625,-2.946963,-1.83479905
-0.42609921900000003,0.18363161300000003,-1.7295596575,-0.42129517875
-0.8476792885,-0.43324916324999996,-0.3718135515,-0.6247158549999999
-0.78668607,-0.67559876425,-1.9227951275,-2.0378749325
-1.0996338925,-0.500124605,-0.28947018575,-0.6865162465
-1.440410625,-0.8306413085,-1.03935676,-0.9754572834999999
-0.9557371305,-0.62353515475,-1.8684957375,-0.5655494
-0.867475625,-0.7390827234999999,-0.05268757592499999,-2.1836608225000003
-1.0373306025,-0.595659205,-0.5407016647499999,-1.92209437
-0.76931589875,-0.4912982275,0.222506389,-1.9595954199999999
-0.616383014,-0.06217949555,-0.71890609125,-0.31180809225
-1.2052037875,-0.8101971450000001,-1.7684304625,-2.135853365
-1.0739386,-0.6837191735,-1.8618175049999999,-2.132421365
-0.49197204275,-0.0030972168999999954,0.267340063,-0.21650840425
